region_name,tech_id,tech_name,unit_size_mw,xcoord,ycoord,index,buffer_in_km,sited_year,retirement_year,lmp_zone,locational_marginal_price_usd_per_mwh,generation_mwh_per_year,operating_cost_usd_per_year,net_operational_value_usd_per_year,interconnection_cost_usd_per_year,net_locational_cost_usd_per_year,capacity_factor_fraction,carbon_capture_rate_fraction,fuel_co2_content_tons_per_btu,fuel_price_usd_per_mmbtu,fuel_price_esc_rate_fraction,heat_rate_btu_per_kWh,lifetime_yrs,variable_om_usd_per_mwh,variable_om_esc_rate_fraction,carbon_tax_usd_per_ton,carbon_tax_esc_rate_fraction
alabama,4,coal_conv_pul_wo_ccs,600.0,744947.1645,-364565.20050000004,9267132,5,2010,2070,36,157.4457370000428,3852648.0,1733.960219863825,6680338373.137925,0.0,-6680338373.137925,0.733,0.0,0.36036,2.39413,0.09122,8594.5,60.0,4.0025823111685,-0.00398993418629034,0.0,0.0
alabama,4,coal_conv_pul_wo_ccs,600.0,790947.1645,-386565.20050000004,9370424,5,2010,2070,36,157.4457370000428,3852648.0,1733.960219863825,6680338373.137925,0.0,-6680338373.137925,0.733,0.0,0.36036,2.39413,0.09122,8594.5,60.0,4.0025823111685,-0.00398993418629034,0.0,0.0
alabama,4,coal_conv_pul_wo_ccs,600.0,854947.1645,-470565.20050000004,9764700,5,2010,2070,36,157.4457370000428,3852648.0,1733.960219863825,6680338373.137925,0.0,-6680338373.137925,0.733,0.0,0.36036,2.39413,0.09122,8594.5,60.0,4.0025823111685,-0.00398993418629034,0.0,0.0
alabama,4,coal_conv_pul_wo_ccs,600.0,957947.1645,-376565.20050000004,9323661,5,2010,2070,36,157.4457370000428,3852648.0,1733.960219863825,6680338373.137925,0.0,-6680338373.137925,0.733,0.0,0.36036,2.39413,0.09122,8594.5,60.0,4.0025823111685,-0.00398993418629034,0.0,0.0
alabama,4,coal_conv_pul_wo_ccs,600.0,774947.1645,-473565.20050000004,9778699,5,2010,2070,36,157.4457370000428,3852648.0,1733.960219863825,6680338373.137925,0.0,-6680338373.137925,0.733,0.0,0.36036,2.39413,0.09122,8594.5,60.0,4.0025823111685,-0.00398993418629034,0.0,0.0
alabama,4,coal_conv_pul_wo_ccs,600.0,777947.1645,-432565.20050000004,9586289,5,2010,2070,36,157.4457370000428,3852648.0,1733.960219863825,6680338373.137925,0.0,-6680338373.137925,0.733,0.0,0.36036,2.39413,0.09122,8594.5,60.0,4.0025823111685,-0.00398993418629034,0.0,0.0
alabama,4,coal_conv_pul_wo_ccs,600.0,754947.1645,-669565.2005,10698507,5,2010,2070,36,157.4457370000428,3852648.0,1733.960219863825,6680338373.137925,0.0,-6680338373.137925,0.733,0.0,0.36036,2.39413,0.09122,8594.5,60.0,4.0025823111685,-0.00398993418629034,0.0,0.0
alabama,4,coal_conv_pul_wo_ccs,600.0,1021947.1645,-589565.2005,10323334,5,2010,2070,36,157.4457370000428,3852648.0,1733.960219863825,6680338373.137925,0.0,-6680338373.137925,0.733,0.0,0.36036,2.39413,0.09122,8594.5,60.0,4.0025823111685,-0.00398993418629034,0.0,0.0
alabama,4,coal_conv_pul_wo_ccs,600.0,811947.1645,-652565.2005,10618783,5,2010,2070,36,157.4457370000428,3852648.0,1733.960219863825,6680338373.137925,0.0,-6680338373.137925,0.733,0.0,0.36036,2.39413,0.09122,8594.5,60.0,4.0025823111685,-0.00398993418629034,0.0,0.0
alabama,4,coal_conv_pul_wo_ccs,600.0,788947.1645,-512565.20050000004,9961740,5,2010,2070,36,157.4457370000428,3852648.0,1733.960219863825,6680338373.137925,0.0,-6680338373.137925,0.733,0.0,0.36036,2.39413,0.09122,8594.5,60.0,4.0025823111685,-0.00398993418629034,0.0,0.0
alabama,4,coal_conv_pul_wo_ccs,600.0,938947.1645,-380565.20050000004,9342414,5,2010,2070,36,157.4457370000428,3852648.0,1733.960219863825,6680338373.137925,0.0,-6680338373.137925,0.733,0.0,0.36036,2.39413,0.09122,8594.5,60.0,4.0025823111685,-0.00398993418629034,0.0,0.0
alabama,4,coal_conv_pul_wo_ccs,600.0,838947.1645,-525565.2005,10022799,5,2010,2070,36,157.4457370000428,3852648.0,1733.960219863825,6680338373.137925,0.0,-6680338373.137925,0.733,0.0,0.36036,2.39413,0.09122,8594.5,60.0,4.0025823111685,-0.00398993418629034,0.0,0.0
alabama,4,coal_conv_pul_wo_ccs,600.0,774947.1645,-415565.20050000004,9506505,5,2010,2070,36,157.4457370000428,3852648.0,1733.960219863825,6680338373.137925,0.0,-6680338373.137925,0.733,0.0,0.36036,2.39413,0.09122,8594.5,60.0,4.0025823111685,-0.00398993418629034,0.0,0.0
alabama,4,coal_conv_pul_wo_ccs,600.0,909947.1645,-624565.2005,10487477,5,2010,2070,36,157.4457370000428,3852648.0,1733.960219863825,6680338373.137925,0.0,-6680338373.137925,0.733,0.0,0.36036,2.39413,0.09122,8594.5,60.0,4.0025823111685,-0.00398993418629034,0.0,0.0
