region_name,tech_id,tech_name,unit_size_mw,xcoord,ycoord,index,buffer_in_km,sited_year,retirement_year,lmp_zone,locational_marginal_price_usd_per_mwh,generation_mwh_per_year,operating_cost_usd_per_year,net_operational_value_usd_per_year,interconnection_cost_usd_per_year,net_locational_cost_usd_per_year,capacity_factor_fraction,carbon_capture_rate_fraction,fuel_co2_content_tons_per_btu,fuel_price_usd_per_mmbtu,fuel_price_esc_rate_fraction,heat_rate_btu_per_kWh,lifetime_yrs,variable_om_usd_per_mwh,variable_om_esc_rate_fraction,carbon_tax_usd_per_ton,carbon_tax_esc_rate_fraction
alabama,4,coal_conv_pul_wo_ccs,600,938947.1645,-380565.2005,9342414,5,2010,2070,36,157.445737,3852648,1733.96022,6680338373,0,-6680338373,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
alabama,4,coal_conv_pul_wo_ccs,600,838947.1645,-525565.2005,10022799,5,2010,2070,36,157.445737,3852648,1733.96022,6680338373,0,-6680338373,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
alabama,4,coal_conv_pul_wo_ccs,600,774947.1645,-415565.2005,9506505,5,2010,2070,36,157.445737,3852648,1733.96022,6680338373,0,-6680338373,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
alabama,4,coal_conv_pul_wo_ccs,600,909947.1645,-624565.2005,10487477,5,2010,2070,36,157.445737,3852648,1733.96022,6680338373,0,-6680338373,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
alabama,4,coal_conv_pul_wo_ccs,600,849947.1645,-651565.2005,10614128,5,2010,2070,36,157.445737,3852648,1733.96022,6680338373,0,-6680338373,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
alabama,4,coal_conv_pul_wo_ccs,600,939947.1645,-361565.2005,9253248,5,2010,2070,36,157.445737,3852648,1733.96022,6680338373,0,-6680338373,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,1024947.165,-508565.2005,9943204,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,0,-577864189.1,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,833947.1645,-424565.2005,9548801,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,0,-577864189.1,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,895947.1645,-370565.2005,9295441,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,0,-577864189.1,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,988947.1645,-489565.2005,9854001,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,0,-577864189.1,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,780947.1645,-449565.2005,9666073,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,0,-577864189.1,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,757947.1645,-722565.2005,10947239,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,0,-577864189.1,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,749947.1645,-725565.2005,10961310,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,0,-577864189.1,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,729947.1645,-699565.2005,10839272,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,0,-577864189.1,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,1011947.165,-501565.2005,9910340,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,0,-577864189.1,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,889947.1645,-391565.2005,9393988,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,0,-577864189.1,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,875947.1645,-490565.2005,9858581,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,0,-577864189.1,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,747947.1645,-762565.2005,11134949,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,0,-577864189.1,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,911947.1645,-346565.2005,9182825,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,0,-577864189.1,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,756947.1645,-710565.2005,10890922,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,0,-577864189.1,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,735947.1645,-713565.2005,10904980,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,0,-577864189.1,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,981947.1645,-502565.2005,9915003,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,0,-577864189.1,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,926947.1645,-387565.2005,9375253,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,0,-577864189.1,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,909947.1645,-388565.2005,9379929,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,0,-577864189.1,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,837947.1645,-684565.2005,10768985,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,35817.50911,-577828371.6,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,848947.1645,-438565.2005,9614518,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,35817.50911,-577828371.6,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,1005947.165,-514565.2005,9971343,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,35817.50911,-577828371.6,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,944947.1645,-381565.2005,9347113,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,35817.50911,-577828371.6,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,864947.1645,-391565.2005,9393963,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,35817.50911,-577828371.6,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,869947.1645,-494565.2005,9877347,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,35817.50911,-577828371.6,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,844947.1645,-430565.2005,9576970,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,35817.50911,-577828371.6,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,742947.1645,-753565.2005,11092707,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,35817.50911,-577828371.6,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,908947.1645,-469565.2005,9760061,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,35817.50911,-577828371.6,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,731947.1645,-742565.2005,11041073,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,38934.372,-577825254.8,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,796947.1645,-756565.2005,11106840,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,38934.372,-577825254.8,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,9,gas_cc_w_ccs,400,935947.1645,-453565.2005,9685000,5,2010,2070,36,302.3305277,1436640,402.2331197,577864189.1,38934.372,-577825254.8,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
alabama,8,gas_cc_wo_ccs,400,772947.1645,-408565.2005,9473652,5,2010,2070,36,342.894996,953088,475.2301304,452936134.5,38934.372,-452897200.1,0.272,0,0.18744,4.12527,0.02067,5923.6,60,3.486120077,-0.003989934,0,0
alabama,8,gas_cc_wo_ccs,400,1004947.165,-467565.2005,9750771,5,2010,2070,36,342.894996,953088,475.2301304,452936134.5,38934.372,-452897200.1,0.272,0,0.18744,4.12527,0.02067,5923.6,60,3.486120077,-0.003989934,0,0
alabama,8,gas_cc_wo_ccs,400,1018947.165,-501565.2005,9910347,5,2010,2070,36,342.894996,953088,475.2301304,452936134.5,38934.372,-452897200.1,0.272,0,0.18744,4.12527,0.02067,5923.6,60,3.486120077,-0.003989934,0,0
alabama,8,gas_cc_wo_ccs,400,805947.1645,-682565.2005,10759567,5,2010,2070,36,342.894996,953088,475.2301304,452936134.5,38934.372,-452897200.1,0.272,0,0.18744,4.12527,0.02067,5923.6,60,3.486120077,-0.003989934,0,0
alabama,8,gas_cc_wo_ccs,400,946947.1645,-447565.2005,9656853,5,2010,2070,36,342.894996,953088,475.2301304,452936134.5,38934.372,-452897200.1,0.272,0,0.18744,4.12527,0.02067,5923.6,60,3.486120077,-0.003989934,0,0
alabama,8,gas_cc_wo_ccs,400,1015947.165,-488565.2005,9849335,5,2010,2070,36,342.894996,953088,475.2301304,452936134.5,38934.372,-452897200.1,0.272,0,0.18744,4.12527,0.02067,5923.6,60,3.486120077,-0.003989934,0,0
alabama,8,gas_cc_wo_ccs,400,845947.1645,-393565.2005,9403330,5,2010,2070,36,342.894996,953088,475.2301304,452936134.5,38934.372,-452897200.1,0.272,0,0.18744,4.12527,0.02067,5923.6,60,3.486120077,-0.003989934,0,0
alabama,8,gas_cc_wo_ccs,400,743947.1645,-735565.2005,11008234,5,2010,2070,36,342.894996,953088,475.2301304,452936134.5,38934.372,-452897200.1,0.272,0,0.18744,4.12527,0.02067,5923.6,60,3.486120077,-0.003989934,0,0
alabama,8,gas_cc_wo_ccs,400,910947.1645,-512565.2005,9961862,5,2010,2070,36,342.894996,953088,475.2301304,452936134.5,38934.372,-452897200.1,0.272,0,0.18744,4.12527,0.02067,5923.6,60,3.486120077,-0.003989934,0,0
alabama,8,gas_cc_wo_ccs,400,729947.1645,-728565.2005,10975369,5,2010,2070,36,342.894996,953088,475.2301304,452936134.5,38934.372,-452897200.1,0.272,0,0.18744,4.12527,0.02067,5923.6,60,3.486120077,-0.003989934,0,0
alabama,8,gas_cc_wo_ccs,400,897947.1645,-389565.2005,9384610,5,2010,2070,36,342.894996,953088,475.2301304,452936134.5,50653.61056,-452885480.9,0.272,0,0.18744,4.12527,0.02067,5923.6,60,3.486120077,-0.003989934,0,0
alabama,8,gas_cc_wo_ccs,400,734947.1645,-753565.2005,11092699,5,2010,2070,36,342.894996,953088,475.2301304,452936134.5,50653.61056,-452885480.9,0.272,0,0.18744,4.12527,0.02067,5923.6,60,3.486120077,-0.003989934,0,0
alabama,8,gas_cc_wo_ccs,400,793947.1645,-740565.2005,11031749,5,2010,2070,36,342.894996,953088,475.2301304,452936134.5,50653.61056,-452885480.9,0.272,0,0.18744,4.12527,0.02067,5923.6,60,3.486120077,-0.003989934,0,0
alabama,8,gas_cc_wo_ccs,400,1013947.165,-524565.2005,10018281,5,2010,2070,36,342.894996,953088,475.2301304,452936134.5,50653.61056,-452885480.9,0.272,0,0.18744,4.12527,0.02067,5923.6,60,3.486120077,-0.003989934,0,0
alabama,8,gas_cc_wo_ccs,400,920947.1645,-510565.2005,9952486,5,2010,2070,36,342.894996,953088,475.2301304,452936134.5,55061.52062,-452881073,0.272,0,0.18744,4.12527,0.02067,5923.6,60,3.486120077,-0.003989934,0,0
alabama,8,gas_cc_wo_ccs,400,990947.1645,-498565.2005,9896240,5,2010,2070,36,342.894996,953088,475.2301304,452936134.5,55061.52062,-452881073,0.272,0,0.18744,4.12527,0.02067,5923.6,60,3.486120077,-0.003989934,0,0
alabama,8,gas_cc_wo_ccs,400,831947.1645,-396565.2005,9417395,5,2010,2070,36,342.894996,953088,475.2301304,452936134.5,55061.52062,-452881073,0.272,0,0.18744,4.12527,0.02067,5923.6,60,3.486120077,-0.003989934,0,0
alabama,13,nuclear_gen_ii,1350,861947.1645,-536565.2005,10074445,5,2010,2070,36,178.7777119,10643400,488.039113,5194395495,0,-5194395495,0.9,0,0,0.71281,0.04639,10246.2,60,2.194964493,-0.001043116,0,0
alabama,13,nuclear_gen_ii,1350,763947.1645,-524565.2005,10018031,5,2010,2070,36,178.7777119,10643400,488.039113,5194395495,0,-5194395495,0.9,0,0,0.71281,0.04639,10246.2,60,2.194964493,-0.001043116,0,0
alabama,13,nuclear_gen_ii,1350,1019947.165,-647565.2005,10595526,5,2010,2070,36,178.7777119,10643400,488.039113,5194395495,0,-5194395495,0.9,0,0,0.71281,0.04639,10246.2,60,2.194964493,-0.001043116,0,0
arizona,4,coal_conv_pul_wo_ccs,600,-1549052.836,-373565.2005,9307075,5,2010,2070,44,151.4081129,3852648,1657.306411,6385018230,0,-6385018230,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
arizona,4,coal_conv_pul_wo_ccs,600,-1353052.836,42434.7995,7354983,5,2010,2070,44,151.4081129,3852648,1657.306411,6385018230,0,-6385018230,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
arizona,4,coal_conv_pul_wo_ccs,600,-1600052.836,-354565.2005,9217857,5,2010,2070,44,151.4081129,3852648,1657.306411,6385018230,0,-6385018230,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
arizona,4,coal_conv_pul_wo_ccs,600,-1665052.836,-378565.2005,9330424,5,2010,2070,44,151.4081129,3852648,1657.306411,6385018230,0,-6385018230,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
arizona,4,coal_conv_pul_wo_ccs,600,-1435052.836,-395565.2005,9410435,5,2010,2070,44,151.4081129,3852648,1657.306411,6385018230,0,-6385018230,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
arizona,4,coal_conv_pul_wo_ccs,600,-1543052.836,-370565.2005,9293002,5,2010,2070,44,151.4081129,3852648,1657.306411,6385018230,0,-6385018230,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
arizona,4,coal_conv_pul_wo_ccs,600,-1616052.836,-359565.2005,9241306,5,2010,2070,44,151.4081129,3852648,1657.306411,6385018230,0,-6385018230,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
arizona,4,coal_conv_pul_wo_ccs,600,-1384052.836,-147565.2005,8246622,5,2010,2070,44,151.4081129,3852648,1657.306411,6385018230,0,-6385018230,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
arizona,4,coal_conv_pul_wo_ccs,600,-1664052.836,-214565.2005,8560773,5,2010,2070,44,151.4081129,3852648,1657.306411,6385018230,0,-6385018230,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
arizona,4,coal_conv_pul_wo_ccs,600,-1570052.836,-371565.2005,9297668,5,2010,2070,44,151.4081129,3852648,1657.306411,6385018230,0,-6385018230,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
arizona,4,coal_conv_pul_wo_ccs,600,-1390052.836,-359565.2005,9241532,5,2010,2070,44,151.4081129,3852648,1657.306411,6385018230,56481.01708,-6384961749,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
arizona,4,coal_conv_pul_wo_ccs,600,-1690052.836,-258565.2005,8767239,5,2010,2070,44,151.4081129,3852648,1657.306411,6385018230,80090.38633,-6384938140,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
arizona,9,gas_cc_w_ccs,400,-1264052.836,-437565.2005,9607712,5,2010,2070,44,296.9887878,1436640,394.207146,566333754.2,0,-566333754.2,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
arizona,9,gas_cc_w_ccs,400,-1367052.836,-396565.2005,9415196,5,2010,2070,44,296.9887878,1436640,394.207146,566333754.2,0,-566333754.2,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
arizona,9,gas_cc_w_ccs,400,-1425052.836,-450565.2005,9668560,5,2010,2070,44,296.9887878,1436640,394.207146,566333754.2,0,-566333754.2,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
arizona,9,gas_cc_w_ccs,400,-1711052.836,-371565.2005,9297527,5,2010,2070,44,296.9887878,1436640,394.207146,566333754.2,0,-566333754.2,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
arizona,9,gas_cc_w_ccs,400,-1359052.836,-441565.2005,9626389,5,2010,2070,44,296.9887878,1436640,394.207146,566333754.2,0,-566333754.2,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
arizona,9,gas_cc_w_ccs,400,-1498052.836,-329565.2005,9100634,5,2010,2070,44,296.9887878,1436640,394.207146,566333754.2,35817.50911,-566297936.7,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
arizona,9,gas_cc_w_ccs,400,-1219052.836,-451565.2005,9673459,5,2010,2070,44,296.9887878,1436640,394.207146,566333754.2,35817.50911,-566297936.7,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
arizona,9,gas_cc_w_ccs,400,-1485052.836,-328565.2005,9095954,5,2010,2070,44,296.9887878,1436640,394.207146,566333754.2,35817.50911,-566297936.7,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
arizona,9,gas_cc_w_ccs,400,-1421052.836,-472565.2005,9771810,5,2010,2070,44,296.9887878,1436640,394.207146,566333754.2,38934.372,-566294819.8,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
arizona,9,gas_cc_w_ccs,400,-1531052.836,-343565.2005,9166303,5,2010,2070,44,296.9887878,1436640,394.207146,566333754.2,38934.372,-566294819.8,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
arizona,9,gas_cc_w_ccs,400,-1461052.836,-392565.2005,9396330,5,2010,2070,44,296.9887878,1436640,394.207146,566333754.2,38934.372,-566294819.8,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
arizona,9,gas_cc_w_ccs,400,-1497052.836,-375565.2005,9316513,5,2010,2070,44,296.9887878,1436640,394.207146,566333754.2,38934.372,-566294819.8,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
arizona,9,gas_cc_w_ccs,400,-1427052.836,-464565.2005,9734260,5,2010,2070,44,296.9887878,1436640,394.207146,566333754.2,38934.372,-566294819.8,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
arizona,9,gas_cc_w_ccs,400,-1422052.836,-439565.2005,9616940,5,2010,2070,44,296.9887878,1436640,394.207146,566333754.2,38934.372,-566294819.8,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
arizona,9,gas_cc_w_ccs,400,-1355052.836,-138565.2005,8204414,5,2010,2070,44,296.9887878,1436640,394.207146,566333754.2,38934.372,-566294819.8,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
arizona,9,gas_cc_w_ccs,400,-1670052.836,-131565.2005,8171248,5,2010,2070,44,296.9887878,1436640,394.207146,566333754.2,38934.372,-566294819.8,0.41,0,0.18744,4.12527,0.02067,7337.6,60,7.004519045,-0.003989934,0,0
arizona,8,gas_cc_wo_ccs,400,-1696052.836,-353565.2005,9213068,5,2010,2070,44,337.4254189,953088,467.0120811,445103610.4,38934.372,-445064676,0.272,0,0.18744,4.12527,0.02067,5923.6,60,3.486120077,-0.003989934,0,0
arizona,8,gas_cc_wo_ccs,400,-1409052.836,-483565.2005,9823445,5,2010,2070,44,337.4254189,953088,467.0120811,445103610.4,39938.1075,-445063672.3,0.272,0,0.18744,4.12527,0.02067,5923.6,60,3.486120077,-0.003989934,0,0
arizona,8,gas_cc_wo_ccs,400,-1462052.836,-332565.2005,9114749,5,2010,2070,44,337.4254189,953088,467.0120811,445103610.4,50653.61056,-445052956.8,0.272,0,0.18744,4.12527,0.02067,5923.6,60,3.486120077,-0.003989934,0,0
arizona,13,nuclear_gen_ii,1350,-1550052.836,-322565.2005,9067731,5,2010,2070,44,172.6716656,10643400,470.5837125,5008610686,0,-5008610686,0.9,0,0,0.71281,0.04639,10246.2,60,2.194964493,-0.001043116,0,0
arizona,13,nuclear_gen_ii,1350,-1549052.836,-328565.2005,9095890,5,2010,2070,44,172.6716656,10643400,470.5837125,5008610686,0,-5008610686,0.9,0,0,0.71281,0.04639,10246.2,60,2.194964493,-0.001043116,0,0
arizona,13,nuclear_gen_ii,1350,-1555052.836,-328565.2005,9095884,5,2010,2070,44,172.6716656,10643400,470.5837125,5008610686,71635.01822,-5008539051,0.9,0,0,0.71281,0.04639,10246.2,60,2.194964493,-0.001043116,0,0
arkansas,4,coal_conv_pul_wo_ccs,600,476947.1645,-171565.2005,8361115,5,2010,2070,4,99.51518372,3852648,998.472637,3846763608,0,-3846763608,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
arkansas,4,coal_conv_pul_wo_ccs,600,407947.1645,-325565.2005,9083768,5,2010,2070,4,99.51518372,3852648,998.472637,3846763608,0,-3846763608,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
arkansas,4,coal_conv_pul_wo_ccs,600,261947.1645,-396565.2005,9416825,5,2010,2070,4,99.51518372,3852648,998.472637,3846763608,0,-3846763608,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
arkansas,4,coal_conv_pul_wo_ccs,600,359947.1645,-362565.2005,9257361,5,2010,2070,4,99.51518372,3852648,998.472637,3846763608,0,-3846763608,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
arkansas,4,coal_conv_pul_wo_ccs,600,157947.1645,-157565.2005,8295094,5,2010,2070,4,99.51518372,3852648,998.472637,3846763608,0,-3846763608,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
arkansas,4,coal_conv_pul_wo_ccs,600,165947.1645,-161565.2005,8313874,5,2010,2070,4,99.51518372,3852648,998.472637,3846763608,0,-3846763608,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
arkansas,4,coal_conv_pul_wo_ccs,600,559947.1645,-157565.2005,8295496,5,2010,2070,4,99.51518372,3852648,998.472637,3846763608,0,-3846763608,0.733,0,0.36036,2.39413,0.09122,8594.5,60,4.002582311,-0.003989934,0,0
